Weather_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
93,Saint-Joseph,RE,-21.3667,55.6167,77.38,85,21,12.37,light rain
94,Bud,US,39.447,-86.1758,22.12,75,100,9.71,overcast clouds
95,Ponta Do Sol,PT,32.6667,-17.1,63.05,57,95,1.97,overcast clouds
96,Alamor,EC,-4.0181,-80.0197,68.68,93,96,2.84,moderate rain
97,Shalinskoye,RU,55.7228,93.7594,-22.11,100,99,4.43,overcast clouds
98,Morondava,MG,-20.2833,44.2833,80.62,82,85,1.9,light rain
99,Nara,JP,34.6851,135.8049,43.92,47,100,2.73,overcast clouds
100,Baykit,RU,61.67,96.37,-20.51,100,86,3.69,overcast clouds
101,Puerto Ayora,EC,-0.7393,-90.3518,76.55,90,91,1.99,overcast clouds
102,Yar-Sale,RU,66.8333,70.8333,-17.28,98,100,8.08,overcast clouds
103,Kaitangata,NZ,-46.2817,169.8464,59.94,67,8,4.63,clear sky
104,Cabra,ES,37.4725,-4.4421,56.39,81,100,4.34,overcast clouds
105,Mahajanga,MG,-15.7167,46.3167,77.5,84,23,4.54,moderate rain
106,Calama,CL,-22.4667,-68.9333,70.29,19,0,25.32,clear sky
107,Aykhal,RU,66.0,111.5,-8.19,49,51,1.28,broken clouds
108,Hilo,US,19.7297,-155.09,78.53,73,40,9.22,scattered clouds
109,Wagar,SD,16.1525,36.2032,68.94,60,87,14.43,overcast clouds
110,Hobart,AU,-42.8794,147.3294,64.02,73,100,10.36,light rain
111,San Borja,BO,-14.8167,-66.85,73.18,88,95,2.68,overcast clouds
112,Flinders,AU,-34.5833,150.8552,74.48,71,100,5.99,overcast clouds
113,Lagoa,PT,39.05,-27.9833,56.5,59,88,4.7,overcast clouds
114,Constitucion,CL,-35.3333,-72.4167,63.77,80,58,6.2,broken clouds
115,Jamestown,US,42.097,-79.2353,18.09,57,100,8.05,overcast clouds
116,Port Elizabeth,ZA,-33.918,25.5701,66.49,94,75,10.36,broken clouds
117,Geraldton,AU,-28.7667,114.6,75.61,83,40,3.44,scattered clouds
118,Cherskiy,RU,68.75,161.3,-23.64,97,98,7.85,overcast clouds
119,Faanui,PF,-16.4833,-151.75,80.92,73,100,13.89,light rain
120,Waddan,LY,29.1614,16.139,53.1,44,0,10.69,clear sky
121,Stornoway,GB,58.2093,-6.3865,41.04,94,40,10.36,scattered clouds
122,East London,ZA,-33.0153,27.9116,73.27,81,87,11.56,overcast clouds
123,Zhezkazgan,KZ,47.8043,67.7144,29.82,98,100,16.11,light snow
124,Alofi,NU,-19.0595,-169.9187,85.89,62,100,10.36,overcast clouds
125,Mapiripan,CO,2.8892,-72.1256,86.07,44,96,5.68,overcast clouds
126,Isabela,PH,6.7085,121.9711,77.05,79,94,1.57,overcast clouds
127,Caravelas,BR,-17.7125,-39.2481,76.19,85,82,5.95,broken clouds
128,Margate,GB,51.3813,1.3862,50.97,89,100,10.0,light rain
129,Sibolga,ID,1.7427,98.7792,74.98,89,74,3.69,broken clouds
130,Kushima,JP,31.4583,131.2333,48.24,91,100,5.01,overcast clouds
131,Sitka,US,57.0531,-135.33,42.69,81,100,4.61,light rain
132,Dikson,RU,73.5069,80.5464,-4.94,87,100,24.45,overcast clouds
133,Villa Union,MX,23.2,-106.2333,80.56,41,75,13.8,broken clouds
134,Hasaki,JP,35.7333,140.8333,36.28,75,100,31.41,light rain
135,Port Alfred,ZA,-33.5906,26.891,70.56,87,76,11.3,broken clouds
136,Iskilip,TR,40.7353,34.4739,32.72,90,100,3.6,overcast clouds
137,Ewo,CG,-0.8725,14.8206,75.38,77,100,4.43,overcast clouds
138,Punta Alta,AR,-38.8759,-62.0736,80.55,29,0,7.23,clear sky
139,Bonavista,CA,48.6499,-53.1147,36.12,75,100,16.98,overcast clouds
140,Cap-Aux-Meules,CA,47.3821,-61.8597,15.82,73,75,11.5,broken clouds
141,Sarankhola,BD,22.3082,89.7897,57.61,60,5,5.93,clear sky
142,Henties Bay,NA,-22.116,14.2845,71.85,87,65,5.68,moderate rain
143,Bima,ID,-8.4667,118.7167,77.14,91,94,2.24,overcast clouds
144,Upernavik,GL,72.7868,-56.1549,-5.75,95,100,13.96,overcast clouds
145,Axim,GH,4.8699,-2.2405,78.1,88,17,5.66,light rain
146,Penzance,GB,50.1186,-5.5371,47.41,70,100,22.7,overcast clouds
147,Kamaishi,JP,39.2667,141.8833,23.95,57,89,5.32,overcast clouds
148,Ribeira Grande,PT,38.5167,-28.7,58.12,69,100,10.07,overcast clouds
149,Vao,NC,-22.6667,167.4833,79.74,83,100,7.78,overcast clouds
150,Buala,SB,-8.145,159.5921,82.02,79,93,8.63,light rain
151,Katsuura,JP,35.1333,140.3,39.11,89,100,27.02,light rain
152,Saint-Denis,FR,48.9167,2.3333,55.18,65,75,19.57,broken clouds
153,Millinocket,US,45.6573,-68.7098,15.35,40,0,4.61,clear sky
154,Ulladulla,AU,-35.35,150.4667,75.78,52,100,8.95,overcast clouds
155,Talnakh,RU,69.4865,88.3972,-7.6,70,13,8.93,few clouds
156,Marapanim,BR,-0.7175,-47.6997,74.08,97,100,3.09,moderate rain
157,Moerai,PF,-22.4333,-151.3333,78.87,74,99,12.59,overcast clouds
158,Tura,IN,25.5198,90.2201,53.44,73,0,4.68,clear sky
159,Dongsheng,CN,39.8161,109.9776,8.38,61,82,2.06,broken clouds
160,La Ronge,CA,55.1001,-105.2842,12.45,73,40,8.05,scattered clouds
161,Sao Filipe,CV,14.8961,-24.4956,73.94,67,61,10.78,broken clouds
162,Khatanga,RU,71.9667,102.5,-26.57,97,75,2.68,broken clouds
163,Coihaique,CL,-45.5752,-72.0662,76.95,33,0,9.22,clear sky
164,Arraial Do Cabo,BR,-22.9661,-42.0278,75.81,89,9,11.25,clear sky
165,Dover,US,39.1582,-75.5244,33.98,91,100,10.36,overcast clouds
166,Hamilton,US,39.1834,-84.5333,24.73,84,100,12.66,mist
167,Centralia,US,46.7162,-122.9543,63.75,49,0,13.8,clear sky
168,Argelia,CO,2.2556,-77.2488,66.56,99,100,0.85,moderate rain
169,Moba,CN,33.2288,105.0179,28.09,93,83,1.9,broken clouds
170,La Asuncion,VE,11.0333,-63.8628,80.33,69,95,20.71,overcast clouds
171,Marystown,CA,47.1666,-55.1483,33.85,100,83,1.99,broken clouds
172,Acarau,BR,-2.8856,-40.12,79.72,80,12,15.46,few clouds
173,Nelson Bay,AU,-32.7167,152.15,79.09,66,96,1.99,overcast clouds
174,Itaituba,BR,-4.2761,-55.9836,75.58,86,46,2.08,scattered clouds
175,Doha,QA,25.2867,51.5333,62.58,61,0,8.05,clear sky
176,Tsimlyansk,RU,47.6461,42.1019,28.58,81,3,4.97,clear sky
177,Esperance,AU,-33.8667,121.9,64.24,72,41,12.68,scattered clouds
178,Gudivada,IN,16.45,80.9833,65.97,85,5,5.26,clear sky
179,Sioux Lookout,CA,50.1001,-91.917,-1.82,59,100,2.3,overcast clouds
180,Kouroussa,GN,10.65,-9.8833,75.85,15,6,3.51,clear sky
181,Dzhida,RU,50.6772,106.1806,-18.09,99,89,2.3,overcast clouds
182,Kieta,PG,-6.2167,155.6333,82.06,77,80,2.73,broken clouds
183,Pareora,NZ,-44.4871,171.2132,66.18,62,12,5.68,few clouds
184,Manono,CD,-7.3,27.4167,68.81,97,100,2.44,light rain
185,Khash,IR,28.2211,61.2158,45.68,67,79,7.25,broken clouds
186,Lata,PT,40.1629,-8.3327,53.82,92,63,4.59,broken clouds
187,Guerrero Negro,MX,27.9769,-114.0611,81.18,20,13,10.09,few clouds
188,Jhol,PK,25.9551,68.8882,60.87,60,0,6.93,clear sky
189,Bhadrak,IN,21.0633,86.5054,60.62,45,9,4.41,clear sky
190,Plettenberg Bay,ZA,-34.0527,23.3716,68.23,80,51,3.36,light rain
191,Virginia Beach,US,36.8529,-75.978,39.42,80,100,21.85,overcast clouds
192,Klaksvik,FO,62.2266,-6.589,32.92,70,100,28.99,light snow
193,Ukiah,US,39.1502,-123.2078,79.52,24,0,6.91,clear sky
194,Guarapari,BR,-20.6667,-40.4975,75.09,89,24,12.53,few clouds
195,Kigoma,TZ,-4.8769,29.6267,73.4,77,100,2.13,overcast clouds
196,Nadym,RU,65.5333,72.5167,-18.47,100,99,8.68,overcast clouds
197,Yellowknife,CA,62.456,-114.3525,-12.59,68,20,2.3,few clouds
198,Altea,ES,38.5989,-0.0514,57.15,85,47,5.99,scattered clouds
199,Laguna,US,38.421,-121.4238,80.44,35,0,3.44,clear sky
200,Bila Krynytsya,UA,50.6398,29.4704,30.56,69,51,9.51,broken clouds
201,Codrington,AU,-38.2667,141.9667,67.35,68,73,8.48,broken clouds
202,Poum,NC,-20.2333,164.0167,82.47,75,97,10.58,overcast clouds
203,Novaya Zaimka,RU,56.4857,66.9241,4.24,98,95,3.24,overcast clouds
204,Bengkulu,ID,-3.8004,102.2655,75.29,88,100,3.27,overcast clouds
205,Campagna,IT,40.6653,15.1059,49.62,84,40,1.68,scattered clouds
206,Yumen,CN,40.2833,97.2,24.13,49,88,13.13,overcast clouds
207,Port Augusta,AU,-32.5,137.7667,91.71,34,61,10.0,broken clouds
208,Lahaina,US,20.8783,-156.6825,80.6,78,10,10.87,clear sky
209,Urozhaynoye,RU,44.7883,44.9228,31.14,62,0,1.99,clear sky
210,Northam,GB,51.0333,-4.2167,46.26,87,100,19.44,overcast clouds
211,Comodoro Rivadavia,AR,-45.8667,-67.5,64.26,59,0,10.36,clear sky
212,Pathein,MM,16.7833,94.7333,61.41,82,62,3.91,broken clouds
213,Severnoye,RU,56.3491,78.3619,11.93,96,99,4.32,light snow
214,Chuy,UY,-33.6971,-53.4616,62.71,58,1,8.81,clear sky
215,Nantucket,US,41.2835,-70.0995,37.51,90,100,13.8,light rain
216,Sobolevo,RU,54.4299,31.8996,22.01,86,63,12.19,broken clouds
217,Dzaoudzi,YT,-12.7887,45.2699,76.89,94,20,2.3,few clouds
218,Jalingo,NG,8.8833,11.3667,78.66,14,12,4.68,few clouds
219,Sorland,NO,67.667,12.6934,33.53,55,100,22.21,light snow
220,Srandakan,ID,-7.9386,110.2506,61.74,93,100,5.82,moderate rain
221,Mulchen,CL,-37.7167,-72.2333,80.11,27,36,6.87,scattered clouds
222,Montbrison,FR,45.6667,4.0833,48.54,73,72,16.82,broken clouds
223,Tilichiki,RU,60.4667,166.1,-16.26,93,7,9.91,clear sky
224,Hami,CN,42.8,93.45,24.87,47,31,4.43,scattered clouds
225,Sinnamary,GF,5.3833,-52.95,76.59,89,67,9.78,broken clouds
226,Vila Do Maio,CV,15.1333,-23.2167,72.39,76,66,17.34,broken clouds
227,Domanivka,UA,47.6319,30.9885,29.89,63,2,5.53,clear sky
228,Broken Hill,AU,-31.95,141.4333,85.71,26,92,9.22,overcast clouds
229,Ndele,CF,8.4109,20.6473,72.9,16,100,4.23,overcast clouds
230,Fairbanks,US,64.8378,-147.7164,15.22,80,100,6.91,light snow
231,Mweka,CD,-4.85,21.5667,68.68,94,100,2.51,overcast clouds
232,Kasungu,MW,-13.0333,33.4833,63.77,99,100,1.97,light rain
233,Ibra,OM,22.6906,58.5334,63.61,58,0,3.47,clear sky
234,Terrace,CA,54.5163,-128.6035,39.11,87,100,11.5,light rain
235,Rocha,UY,-34.4833,-54.3333,59.72,65,4,6.91,clear sky
236,Lipari,IT,38.4674,14.954,57.2,72,99,5.61,overcast clouds
237,Lardos,GR,36.0942,28.0157,57.02,77,2,15.3,clear sky
238,Okmulgee,US,35.6234,-95.9605,52.52,22,0,8.05,clear sky
239,Roald,NO,62.5833,6.1333,38.91,93,100,18.41,light rain
240,Shenjiamen,CN,29.9576,122.298,43.29,76,51,15.88,broken clouds
241,Vardo,NO,70.3705,31.1107,21.4,92,100,22.62,light snow
242,Luga,RU,58.7372,29.8453,30.97,85,100,12.64,snow
243,Paamiut,GL,61.994,-49.6678,11.19,92,100,18.75,light snow
244,Pemangkat,ID,1.1667,108.9667,77.29,89,86,3.6,overcast clouds
245,Opuwo,NA,-18.0607,13.84,68.41,87,100,4.59,light rain
246,Nishihara,JP,26.1842,127.7558,64.06,94,75,20.71,light rain
247,Najran,SA,17.4924,44.1277,50.65,45,12,3.09,few clouds
248,Camopi,GF,3.1655,-52.3158,72.73,99,97,3.36,overcast clouds
249,Camacha,PT,33.0833,-16.3333,58.42,67,20,9.22,few clouds
250,Vostok,RU,46.4856,135.8833,4.44,95,100,1.86,overcast clouds
251,Chapais,CA,49.7834,-74.8492,-13.22,96,100,1.32,overcast clouds
252,Xinye,CN,32.5186,112.3522,36.59,89,62,6.13,broken clouds
253,Nouadhibou,MR,20.931,-17.0347,66.18,77,99,18.41,overcast clouds
254,Pangody,RU,65.85,74.4859,-13.76,98,93,9.33,overcast clouds
255,Natal,BR,-5.795,-35.2094,83.05,78,40,10.36,scattered clouds
256,Port Blair,IN,11.6667,92.75,73.44,73,20,2.3,mist
257,Achacachi,BO,-16.05,-68.6833,45.59,85,99,8.14,overcast clouds
258,Fort Nelson,CA,58.8053,-122.7002,8.19,66,40,3.44,scattered clouds
259,Port-Gentil,GA,-0.7193,8.7815,76.96,94,40,3.44,scattered clouds
260,Aitape,PG,-3.1374,142.3475,80.06,83,100,3.13,overcast clouds
261,Kuldiga,LV,56.974,21.9572,37.09,80,93,11.95,overcast clouds
262,Salalah,OM,17.0151,54.0924,75.29,20,0,19.57,clear sky
263,Nacogdoches,US,31.6002,-94.6335,58.19,33,0,8.05,clear sky
264,Javanrud,IR,34.7961,46.5172,28.04,53,1,5.14,clear sky
265,Kununurra,AU,-15.7667,128.7333,73.38,100,75,4.61,thunderstorm
266,Porto Murtinho,BR,-21.6989,-57.8825,87.51,36,62,4.54,broken clouds
267,Trelew,AR,-43.249,-65.3051,86.04,17,0,24.63,clear sky
268,Gladstone,AU,-23.85,151.25,82.78,61,40,14.97,scattered clouds
269,Maniitsoq,GL,65.4167,-52.9,1.67,85,100,9.13,light snow
270,Rosetta,EG,31.4044,30.4164,55.22,71,0,10.2,clear sky
271,Pochutla,MX,15.7432,-96.4661,87.82,52,57,6.22,broken clouds
272,Severo-Kurilsk,RU,50.6789,156.125,25.16,67,24,13.42,few clouds
273,Vuktyl,RU,63.8567,57.3094,4.26,98,100,3.74,overcast clouds
274,Necochea,AR,-38.5473,-58.7368,67.03,53,0,6.53,clear sky
275,Winsum,NL,53.33,6.5208,50.97,65,100,24.23,overcast clouds
276,Poso,ID,-1.3959,120.7524,80.26,73,99,1.81,overcast clouds
277,Hofn,IS,64.2539,-15.2082,21.99,64,17,9.08,few clouds
278,Viru,PE,-8.4167,-78.75,70.9,69,42,4.74,scattered clouds
279,Pevek,RU,69.7008,170.3133,-17.05,97,100,8.99,overcast clouds
280,Kaeo,NZ,-35.1,173.7833,73.33,64,63,4.03,broken clouds
281,Jacqueville,CI,5.2052,-4.4146,78.71,83,92,6.49,overcast clouds
282,Lieksa,FI,63.3167,30.0167,32.77,98,100,14.23,light snow
283,Cabo San Lucas,MX,22.8909,-109.9124,83.61,41,20,11.5,few clouds
284,Cidreira,BR,-30.1811,-50.2056,69.04,92,92,2.91,overcast clouds
285,Hof,DE,50.3167,11.9167,36.63,68,15,6.91,few clouds
286,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,70.36,96,65,4.56,broken clouds
287,Saskylakh,RU,71.9167,114.0833,-17.9,89,46,3.0,scattered clouds
288,Deputatskiy,RU,69.3,139.9,-11.88,94,87,5.21,overcast clouds
289,Grand Baie,MU,-20.0182,57.5802,81.45,77,91,11.01,overcast clouds
290,Khora,GR,37.05,21.7167,49.12,85,13,2.98,few clouds
291,Dire,ML,12.2833,-10.9667,75.04,14,11,3.29,few clouds
292,Kang,BW,-23.6752,22.7876,72.16,39,17,6.02,few clouds
293,Portland,US,45.5234,-122.6762,65.5,48,75,10.36,broken clouds
294,Ahuimanu,US,21.4447,-157.8378,80.78,57,75,11.5,broken clouds
295,Tuatapere,NZ,-46.1333,167.6833,62.82,50,55,2.46,broken clouds
296,Luena,AO,-11.7833,19.9167,62.13,90,99,1.1,overcast clouds
297,Olpad,IN,21.3333,72.75,64.38,49,2,3.02,clear sky
298,Huarmey,PE,-10.0681,-78.1522,73.35,77,38,9.53,scattered clouds
299,Lorengau,PG,-2.0226,147.2712,82.67,76,99,2.95,overcast clouds
300,Pitkyaranta,RU,61.5734,31.4792,31.78,98,100,16.15,light snow
301,Almaznyy,RU,48.0448,40.045,21.34,85,5,3.74,clear sky
302,Half Moon Bay,US,37.4636,-122.4286,81.88,49,0,5.75,clear sky
303,Zhangye,CN,38.9342,100.4517,26.6,63,100,8.79,overcast clouds
304,Mulege,MX,26.8833,-111.9833,73.58,30,76,9.4,broken clouds
305,Qaqortoq,GL,60.7167,-46.0333,21.7,95,100,12.1,light snow
306,Springdale,US,36.1867,-94.1288,44.71,37,0,11.5,clear sky
307,Moranbah,AU,-22.0016,148.0466,80.74,51,16,22.01,few clouds
308,Zonguldak,TR,41.25,31.8333,36.18,94,100,1.7,overcast clouds
309,Lavrentiya,RU,65.5833,-171.0,-17.1,91,27,3.29,scattered clouds
310,Rutland,US,43.6167,-73.0162,24.24,73,0,10.36,clear sky
311,Ozernovskiy,RU,51.5,156.5167,21.56,58,36,9.01,scattered clouds
312,Dicabisagan,PH,17.0818,122.4157,77.38,85,79,5.46,broken clouds
313,Puerto Escondido,MX,15.85,-97.0667,85.03,70,75,0.0,broken clouds
314,Nacala,MZ,-14.5428,40.6728,75.43,94,14,2.82,few clouds
315,Chokurdakh,RU,70.6333,147.9167,-9.36,94,99,8.55,overcast clouds
316,Kathmandu,NP,27.7167,85.3167,44.82,100,20,0.0,mist
317,Mchinji,MW,-13.7984,32.8802,63.63,98,100,1.52,moderate rain
318,Lyuban,BY,52.7985,28.0048,26.46,81,16,9.42,few clouds
319,Burgersdorp,ZA,-30.9977,26.3286,66.09,77,61,8.93,broken clouds
320,Ryotsu,JP,38.0833,138.4333,37.36,58,54,8.08,broken clouds
321,Sakakah,SA,29.9697,40.2064,47.77,31,0,3.74,clear sky
322,Asosa,ET,10.0667,34.5333,67.93,23,57,5.84,broken clouds
323,Saint-Augustin,CA,51.226,-58.6502,-17.37,92,7,7.2,clear sky
324,Contamana,PE,-7.3333,-75.0167,73.08,98,100,3.85,overcast clouds
325,Bentiu,SS,9.2333,29.8333,76.14,15,5,5.84,clear sky
326,Blois,FR,47.5833,1.3333,54.37,88,98,20.85,overcast clouds
327,Bela,IN,25.9333,81.9833,50.47,66,0,1.81,clear sky
328,Prestea,GH,5.4327,-2.1428,75.34,92,55,3.91,broken clouds
329,Avera,US,33.194,-82.5271,54.28,32,5,16.69,clear sky
330,Kiruna,SE,67.8557,20.2251,2.32,85,54,11.5,broken clouds
331,Saryozek,KZ,44.3583,77.9753,21.33,77,100,3.31,overcast clouds
332,Christchurch,NZ,-43.5333,172.6333,60.33,78,100,13.8,overcast clouds
333,Bhadrachalam,IN,17.6667,80.8833,63.18,90,8,2.28,clear sky
334,Savannah Bight,HN,16.45,-85.85,80.65,74,8,15.35,clear sky
335,Hegang,CN,47.4,130.3667,-2.83,90,16,2.73,few clouds
336,Ballina,AU,-28.8667,153.5667,71.78,86,100,9.22,overcast clouds
337,Dargaville,NZ,-35.9333,173.8833,70.7,54,74,9.93,broken clouds
338,Suruc,TR,36.9761,38.425,43.0,55,65,3.24,broken clouds
339,Kavaratti,IN,10.5669,72.642,80.13,72,29,5.1,scattered clouds
340,Cururupu,BR,-1.8283,-44.8683,74.39,95,66,3.0,broken clouds
341,Samarai,PG,-10.6167,150.6667,82.62,69,31,6.08,scattered clouds
342,Diego De Almagro,CL,-26.3667,-70.05,69.62,29,39,5.75,scattered clouds
343,Seraing,BE,50.5833,5.5,50.79,61,0,18.41,clear sky
344,Los Llanos De Aridane,ES,28.6585,-17.9182,60.55,72,40,8.05,scattered clouds
345,Adre,TD,13.4667,22.2,68.38,12,100,15.99,overcast clouds
346,Balsa,RO,46.0333,23.1167,28.69,78,79,0.6,broken clouds
347,Chilliwack,CA,49.1747,-121.9443,57.11,44,62,3.44,broken clouds
348,Ramsgate,GB,51.3358,1.4155,50.68,86,100,10.0,light rain
349,Tromso,NO,69.6496,18.957,23.38,80,100,14.97,overcast clouds
350,Tommot,RU,58.9564,126.2925,-22.38,100,100,1.12,overcast clouds
351,Podyuga,RU,61.095,40.8647,26.31,95,100,9.46,light snow
352,Nevyansk,RU,57.4953,60.2112,14.7,96,100,4.25,light snow
353,Eureka,US,40.8021,-124.1637,72.68,74,92,3.36,overcast clouds
354,Gunjur,GM,13.2019,-16.7339,69.87,73,61,6.91,broken clouds
355,Hervey Bay,AU,-25.2986,152.8535,80.04,75,15,19.89,few clouds
356,Yagodnoye,RU,62.55,149.6667,-27.31,97,19,3.6,few clouds
357,Padang,ID,-0.9492,100.3543,76.42,78,95,4.0,overcast clouds
358,Bandarbeyla,SO,9.4942,50.8122,73.72,69,23,12.84,few clouds
359,Arica,CL,-18.475,-70.3042,72.95,73,0,6.91,clear sky
360,Umtata,ZA,-31.5889,28.7844,64.8,98,79,3.78,broken clouds
361,Key Biscayne,US,25.6937,-80.1628,74.01,79,75,5.75,broken clouds
362,Goderich,CA,43.7501,-81.7165,14.92,85,100,5.75,overcast clouds
363,Changping,CN,40.2186,116.2197,16.65,68,2,7.94,clear sky
364,Ezhou,CN,30.4,114.8333,44.71,72,40,1.28,scattered clouds
365,Udachnyy,RU,66.4167,112.4,-22.56,90,72,1.52,broken clouds
366,Rawson,AR,-43.3002,-65.1023,78.42,28,0,23.29,clear sky
367,Talaya,RU,61.3833,152.75,-29.96,98,92,1.36,overcast clouds
368,Abu Zabad,SD,12.35,29.25,65.93,19,14,14.47,few clouds
369,Zhuhai,CN,22.2769,113.5678,59.97,82,40,21.85,scattered clouds
370,Camalu,MX,30.85,-116.0667,73.87,27,3,7.78,clear sky
371,Portel,BR,-1.9356,-50.8211,74.03,92,84,2.39,broken clouds
372,Sayyan,YE,15.1718,44.3244,50.2,64,14,1.21,few clouds
373,Potamia,GR,40.7163,24.7286,43.65,62,63,7.63,broken clouds
374,Clyde River,CA,70.4692,-68.5914,-18.17,76,100,24.16,light snow
375,Sidi Ali,DZ,36.0998,0.4206,48.61,82,1,5.26,clear sky
376,Kahului,US,20.8947,-156.47,80.62,66,20,17.27,few clouds
377,Korla,CN,41.7597,86.1469,27.03,50,1,3.11,clear sky
378,Caserta,IT,41.0832,14.3349,54.05,77,56,0.65,broken clouds
379,Riyadh,SA,24.6877,46.7219,50.14,33,0,8.81,clear sky
380,Iquitos,PE,-3.7481,-73.2472,78.84,94,75,2.3,moderate rain
381,Alihe,CN,50.5667,123.7167,0.48,94,100,2.66,overcast clouds
382,Longyearbyen,SJ,78.2186,15.6401,15.64,92,100,6.91,light snow
383,San Jeronimo,PE,-11.9472,-75.2829,50.76,87,100,2.01,overcast clouds
384,Dentsville,US,34.064,-80.9582,57.13,60,20,6.91,few clouds
385,Tagusao,PH,9.1924,117.8141,79.84,81,100,6.89,overcast clouds
386,Kruisfontein,ZA,-34.0033,24.7314,67.19,86,43,5.88,light rain
387,Clinton,US,42.587,-82.9199,19.29,74,100,10.36,overcast clouds
388,Los Algarrobos,PA,8.5,-82.4333,84.61,66,20,6.91,few clouds
389,Bissora,GW,12.2231,-15.4475,69.24,49,9,3.18,clear sky
390,Novikovo,RU,51.1537,37.8879,13.14,92,24,5.79,few clouds
391,Zyryanka,RU,65.75,150.85,-27.47,94,25,6.89,scattered clouds
392,Mahebourg,MU,-20.4081,57.7,81.25,94,40,8.05,scattered clouds
393,Santa Fe,AR,-31.6333,-60.7,77.0,41,1,4.0,clear sky
394,Aripuana,BR,-9.1667,-60.6333,73.4,99,99,0.2,overcast clouds
395,North Bend,US,43.4065,-124.2243,56.91,89,20,9.22,few clouds
396,Brae,GB,60.3964,-1.353,40.91,84,90,21.25,overcast clouds
397,Svetlyy,RU,54.675,20.1347,35.65,75,100,17.22,overcast clouds
398,San Quintin,MX,30.4833,-115.95,72.68,29,4,11.68,clear sky
399,Eenhana,NA,-17.4667,16.3333,73.15,89,100,3.0,light rain
400,Samana,DO,19.2056,-69.3369,78.76,85,0,7.9,clear sky
401,Sur,OM,22.5667,59.5289,71.02,69,0,14.36,clear sky
402,Along,IN,28.1667,94.7667,42.39,62,0,2.1,clear sky
403,Kushiro,JP,42.975,144.3747,20.35,86,40,8.05,scattered clouds
404,Gao,ML,16.6362,1.637,69.73,12,1,9.04,clear sky
405,Harper,LR,4.375,-7.7169,77.79,85,48,5.03,scattered clouds
406,Beringovskiy,RU,63.05,179.3167,-21.23,94,15,8.61,few clouds
407,Tynda,RU,55.1667,124.7167,-16.28,92,89,2.51,overcast clouds
408,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,21.79,46,75,13.42,light snow
409,Manggar,ID,-2.8833,108.2667,78.57,83,91,0.63,overcast clouds
410,Tocopilla,CL,-22.092,-70.1979,70.68,70,80,6.58,broken clouds
411,Brokopondo,SR,4.75,-55.1667,75.43,91,27,7.87,scattered clouds
412,Cayenne,GF,4.9333,-52.3333,79.09,85,75,1.01,broken clouds
413,Zimovniki,RU,47.1483,42.4633,30.63,75,0,4.63,clear sky
414,Katangli,RU,51.7102,143.2326,-1.48,84,11,8.25,few clouds
415,Santa Cruz,BO,-17.8,-63.1667,80.65,57,89,5.75,overcast clouds
416,Monte Azul,BR,-15.155,-42.8747,69.76,90,46,2.66,scattered clouds
417,Juarez,MX,31.7333,-106.4833,62.24,21,0,5.75,clear sky
418,Ban Phai,TH,16.06,102.731,75.88,80,97,10.67,overcast clouds
419,Prince Rupert,CA,54.3161,-130.3201,48.29,76,100,9.22,light rain
420,Bilecik,TR,40.0,30.1667,35.22,93,100,3.76,overcast clouds
421,Rotterdam,NL,51.9225,4.4792,53.91,69,75,21.85,broken clouds
422,Bismil,TR,37.8486,40.6658,37.13,61,89,2.13,overcast clouds
423,Totness,SR,5.8833,-56.3167,76.39,88,80,11.18,broken clouds
424,Hornepayne,CA,49.2138,-84.7705,-9.81,93,94,3.09,overcast clouds
425,Kargasok,RU,59.0556,80.8572,5.45,94,100,13.2,light snow
426,Newport,GB,51.5877,-2.9984,47.86,89,100,16.78,overcast clouds
427,Novopokrovka,UA,49.8425,36.5477,21.58,94,8,4.36,clear sky
428,Kualakapuas,ID,-3.0091,114.3876,77.16,85,100,2.19,overcast clouds
429,Mikuni,JP,36.2171,136.1519,39.11,64,99,22.68,overcast clouds
430,Berck,FR,50.4,1.6,54.52,76,100,13.8,overcast clouds
431,Slobodskoy,RU,58.7322,50.1772,2.73,100,97,2.89,snow
432,Morgan City,US,29.6994,-91.2068,56.03,24,0,5.75,clear sky
433,Pokrovsk,UA,48.282,37.1758,25.83,86,4,1.79,clear sky
434,Sulayman,IQ,31.4002,46.2851,54.68,34,0,9.53,clear sky
435,Eibar,ES,43.1849,-2.4716,53.2,88,100,9.19,light rain
436,Komsomolskiy,UZ,40.4272,71.7189,35.02,83,100,2.66,overcast clouds
437,Panzhihua,CN,26.5851,101.7128,42.44,66,0,1.43,clear sky
438,Gubkinskiy,RU,64.434,76.5026,-11.34,99,37,9.73,scattered clouds
439,Honiara,SB,-9.4333,159.95,84.92,72,88,5.3,light rain
440,San Ramon,US,37.7799,-121.978,80.38,42,0,9.22,clear sky
441,Balaipungut,ID,1.05,101.2833,73.81,96,98,0.29,overcast clouds
442,Kattivakkam,IN,13.2167,80.3167,79.07,78,6,6.24,clear sky
443,Lompoc,US,34.6391,-120.4579,85.78,51,0,13.8,clear sky
444,Redcliffe,AU,-27.2307,153.0973,78.33,69,40,10.36,scattered clouds
445,Cradock,ZA,-32.1642,25.6192,64.78,86,90,9.01,overcast clouds
